Lipid_name,Amine,Tail,Isocyanide,Is_cyclic
IR_sting_3cr_amine_7_iso_3_tail_6,IR_sting_3cr_amine_7,IR_sting_3cr_tail_6,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_7_iso_4_tail_6,IR_sting_3cr_amine_7,IR_sting_3cr_tail_6,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_7_iso_5_tail_6,IR_sting_3cr_amine_7,IR_sting_3cr_tail_6,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_7_iso_6_tail_6,IR_sting_3cr_amine_7,IR_sting_3cr_tail_6,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_7_iso_1_tail_7,IR_sting_3cr_amine_7,IR_sting_3cr_tail_7,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_7_iso_2_tail_7,IR_sting_3cr_amine_7,IR_sting_3cr_tail_7,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_7_iso_3_tail_7,IR_sting_3cr_amine_7,IR_sting_3cr_tail_7,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_7_iso_4_tail_7,IR_sting_3cr_amine_7,IR_sting_3cr_tail_7,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_7_iso_5_tail_7,IR_sting_3cr_amine_7,IR_sting_3cr_tail_7,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_7_iso_6_tail_7,IR_sting_3cr_amine_7,IR_sting_3cr_tail_7,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_7_iso_1_tail_8,IR_sting_3cr_amine_7,IR_sting_3cr_tail_8,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_7_iso_2_tail_8,IR_sting_3cr_amine_7,IR_sting_3cr_tail_8,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_7_iso_3_tail_8,IR_sting_3cr_amine_7,IR_sting_3cr_tail_8,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_7_iso_4_tail_8,IR_sting_3cr_amine_7,IR_sting_3cr_tail_8,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_7_iso_5_tail_8,IR_sting_3cr_amine_7,IR_sting_3cr_tail_8,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_7_iso_6_tail_8,IR_sting_3cr_amine_7,IR_sting_3cr_tail_8,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_8_iso_1_tail_1,IR_sting_3cr_amine_8,IR_sting_3cr_tail_1,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_8_iso_2_tail_1,IR_sting_3cr_amine_8,IR_sting_3cr_tail_1,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_8_iso_3_tail_1,IR_sting_3cr_amine_8,IR_sting_3cr_tail_1,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_8_iso_4_tail_1,IR_sting_3cr_amine_8,IR_sting_3cr_tail_1,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_8_iso_5_tail_1,IR_sting_3cr_amine_8,IR_sting_3cr_tail_1,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_8_iso_6_tail_1,IR_sting_3cr_amine_8,IR_sting_3cr_tail_1,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_8_iso_1_tail_2,IR_sting_3cr_amine_8,IR_sting_3cr_tail_2,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_8_iso_2_tail_2,IR_sting_3cr_amine_8,IR_sting_3cr_tail_2,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_8_iso_3_tail_2,IR_sting_3cr_amine_8,IR_sting_3cr_tail_2,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_8_iso_4_tail_2,IR_sting_3cr_amine_8,IR_sting_3cr_tail_2,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_8_iso_5_tail_2,IR_sting_3cr_amine_8,IR_sting_3cr_tail_2,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_8_iso_6_tail_2,IR_sting_3cr_amine_8,IR_sting_3cr_tail_2,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_8_iso_1_tail_3,IR_sting_3cr_amine_8,IR_sting_3cr_tail_3,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_8_iso_2_tail_3,IR_sting_3cr_amine_8,IR_sting_3cr_tail_3,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_8_iso_3_tail_3,IR_sting_3cr_amine_8,IR_sting_3cr_tail_3,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_8_iso_4_tail_3,IR_sting_3cr_amine_8,IR_sting_3cr_tail_3,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_8_iso_5_tail_3,IR_sting_3cr_amine_8,IR_sting_3cr_tail_3,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_8_iso_6_tail_3,IR_sting_3cr_amine_8,IR_sting_3cr_tail_3,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_8_iso_1_tail_4,IR_sting_3cr_amine_8,IR_sting_3cr_tail_4,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_8_iso_2_tail_4,IR_sting_3cr_amine_8,IR_sting_3cr_tail_4,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_8_iso_3_tail_4,IR_sting_3cr_amine_8,IR_sting_3cr_tail_4,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_8_iso_4_tail_4,IR_sting_3cr_amine_8,IR_sting_3cr_tail_4,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_8_iso_5_tail_4,IR_sting_3cr_amine_8,IR_sting_3cr_tail_4,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_8_iso_6_tail_4,IR_sting_3cr_amine_8,IR_sting_3cr_tail_4,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_8_iso_1_tail_5,IR_sting_3cr_amine_8,IR_sting_3cr_tail_5,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_8_iso_2_tail_5,IR_sting_3cr_amine_8,IR_sting_3cr_tail_5,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_8_iso_3_tail_5,IR_sting_3cr_amine_8,IR_sting_3cr_tail_5,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_8_iso_4_tail_5,IR_sting_3cr_amine_8,IR_sting_3cr_tail_5,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_8_iso_5_tail_5,IR_sting_3cr_amine_8,IR_sting_3cr_tail_5,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_8_iso_6_tail_5,IR_sting_3cr_amine_8,IR_sting_3cr_tail_5,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_8_iso_1_tail_6,IR_sting_3cr_amine_8,IR_sting_3cr_tail_6,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_8_iso_2_tail_6,IR_sting_3cr_amine_8,IR_sting_3cr_tail_6,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_8_iso_3_tail_6,IR_sting_3cr_amine_8,IR_sting_3cr_tail_6,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_8_iso_4_tail_6,IR_sting_3cr_amine_8,IR_sting_3cr_tail_6,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_8_iso_5_tail_6,IR_sting_3cr_amine_8,IR_sting_3cr_tail_6,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_8_iso_6_tail_6,IR_sting_3cr_amine_8,IR_sting_3cr_tail_6,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_8_iso_1_tail_7,IR_sting_3cr_amine_8,IR_sting_3cr_tail_7,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_8_iso_2_tail_7,IR_sting_3cr_amine_8,IR_sting_3cr_tail_7,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_8_iso_3_tail_7,IR_sting_3cr_amine_8,IR_sting_3cr_tail_7,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_8_iso_4_tail_7,IR_sting_3cr_amine_8,IR_sting_3cr_tail_7,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_8_iso_5_tail_7,IR_sting_3cr_amine_8,IR_sting_3cr_tail_7,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_8_iso_6_tail_7,IR_sting_3cr_amine_8,IR_sting_3cr_tail_7,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_8_iso_1_tail_8,IR_sting_3cr_amine_8,IR_sting_3cr_tail_8,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_8_iso_2_tail_8,IR_sting_3cr_amine_8,IR_sting_3cr_tail_8,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_8_iso_3_tail_8,IR_sting_3cr_amine_8,IR_sting_3cr_tail_8,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_8_iso_4_tail_8,IR_sting_3cr_amine_8,IR_sting_3cr_tail_8,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_8_iso_5_tail_8,IR_sting_3cr_amine_8,IR_sting_3cr_tail_8,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_8_iso_6_tail_8,IR_sting_3cr_amine_8,IR_sting_3cr_tail_8,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_9_iso_1_tail_1,IR_sting_3cr_amine_9,IR_sting_3cr_tail_1,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_9_iso_2_tail_1,IR_sting_3cr_amine_9,IR_sting_3cr_tail_1,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_9_iso_3_tail_1,IR_sting_3cr_amine_9,IR_sting_3cr_tail_1,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_9_iso_4_tail_1,IR_sting_3cr_amine_9,IR_sting_3cr_tail_1,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_9_iso_5_tail_1,IR_sting_3cr_amine_9,IR_sting_3cr_tail_1,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_9_iso_6_tail_1,IR_sting_3cr_amine_9,IR_sting_3cr_tail_1,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_9_iso_1_tail_2,IR_sting_3cr_amine_9,IR_sting_3cr_tail_2,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_9_iso_2_tail_2,IR_sting_3cr_amine_9,IR_sting_3cr_tail_2,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_9_iso_3_tail_2,IR_sting_3cr_amine_9,IR_sting_3cr_tail_2,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_9_iso_4_tail_2,IR_sting_3cr_amine_9,IR_sting_3cr_tail_2,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_9_iso_5_tail_2,IR_sting_3cr_amine_9,IR_sting_3cr_tail_2,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_9_iso_6_tail_2,IR_sting_3cr_amine_9,IR_sting_3cr_tail_2,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_9_iso_1_tail_3,IR_sting_3cr_amine_9,IR_sting_3cr_tail_3,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_9_iso_2_tail_3,IR_sting_3cr_amine_9,IR_sting_3cr_tail_3,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_9_iso_3_tail_3,IR_sting_3cr_amine_9,IR_sting_3cr_tail_3,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_9_iso_4_tail_3,IR_sting_3cr_amine_9,IR_sting_3cr_tail_3,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_9_iso_5_tail_3,IR_sting_3cr_amine_9,IR_sting_3cr_tail_3,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_9_iso_6_tail_3,IR_sting_3cr_amine_9,IR_sting_3cr_tail_3,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_9_iso_1_tail_4,IR_sting_3cr_amine_9,IR_sting_3cr_tail_4,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_9_iso_2_tail_4,IR_sting_3cr_amine_9,IR_sting_3cr_tail_4,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_9_iso_3_tail_4,IR_sting_3cr_amine_9,IR_sting_3cr_tail_4,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_9_iso_4_tail_4,IR_sting_3cr_amine_9,IR_sting_3cr_tail_4,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_9_iso_5_tail_4,IR_sting_3cr_amine_9,IR_sting_3cr_tail_4,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_9_iso_6_tail_4,IR_sting_3cr_amine_9,IR_sting_3cr_tail_4,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_9_iso_1_tail_5,IR_sting_3cr_amine_9,IR_sting_3cr_tail_5,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_9_iso_2_tail_5,IR_sting_3cr_amine_9,IR_sting_3cr_tail_5,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_9_iso_3_tail_5,IR_sting_3cr_amine_9,IR_sting_3cr_tail_5,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_9_iso_4_tail_5,IR_sting_3cr_amine_9,IR_sting_3cr_tail_5,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_9_iso_5_tail_5,IR_sting_3cr_amine_9,IR_sting_3cr_tail_5,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_9_iso_6_tail_5,IR_sting_3cr_amine_9,IR_sting_3cr_tail_5,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_9_iso_1_tail_6,IR_sting_3cr_amine_9,IR_sting_3cr_tail_6,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_9_iso_2_tail_6,IR_sting_3cr_amine_9,IR_sting_3cr_tail_6,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_9_iso_3_tail_6,IR_sting_3cr_amine_9,IR_sting_3cr_tail_6,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_9_iso_4_tail_6,IR_sting_3cr_amine_9,IR_sting_3cr_tail_6,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_9_iso_5_tail_6,IR_sting_3cr_amine_9,IR_sting_3cr_tail_6,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_9_iso_6_tail_6,IR_sting_3cr_amine_9,IR_sting_3cr_tail_6,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_9_iso_1_tail_7,IR_sting_3cr_amine_9,IR_sting_3cr_tail_7,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_9_iso_2_tail_7,IR_sting_3cr_amine_9,IR_sting_3cr_tail_7,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_9_iso_3_tail_7,IR_sting_3cr_amine_9,IR_sting_3cr_tail_7,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_9_iso_4_tail_7,IR_sting_3cr_amine_9,IR_sting_3cr_tail_7,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_9_iso_5_tail_7,IR_sting_3cr_amine_9,IR_sting_3cr_tail_7,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_9_iso_6_tail_7,IR_sting_3cr_amine_9,IR_sting_3cr_tail_7,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_9_iso_1_tail_8,IR_sting_3cr_amine_9,IR_sting_3cr_tail_8,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_9_iso_2_tail_8,IR_sting_3cr_amine_9,IR_sting_3cr_tail_8,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_9_iso_3_tail_8,IR_sting_3cr_amine_9,IR_sting_3cr_tail_8,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_9_iso_4_tail_8,IR_sting_3cr_amine_9,IR_sting_3cr_tail_8,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_9_iso_5_tail_8,IR_sting_3cr_amine_9,IR_sting_3cr_tail_8,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_9_iso_6_tail_8,IR_sting_3cr_amine_9,IR_sting_3cr_tail_8,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_10_iso_1_tail_1,IR_sting_3cr_amine_10,IR_sting_3cr_tail_1,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_10_iso_2_tail_1,IR_sting_3cr_amine_10,IR_sting_3cr_tail_1,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_10_iso_3_tail_1,IR_sting_3cr_amine_10,IR_sting_3cr_tail_1,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_10_iso_4_tail_1,IR_sting_3cr_amine_10,IR_sting_3cr_tail_1,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_10_iso_5_tail_1,IR_sting_3cr_amine_10,IR_sting_3cr_tail_1,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_10_iso_6_tail_1,IR_sting_3cr_amine_10,IR_sting_3cr_tail_1,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_10_iso_1_tail_2,IR_sting_3cr_amine_10,IR_sting_3cr_tail_2,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_10_iso_2_tail_2,IR_sting_3cr_amine_10,IR_sting_3cr_tail_2,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_10_iso_3_tail_2,IR_sting_3cr_amine_10,IR_sting_3cr_tail_2,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_10_iso_4_tail_2,IR_sting_3cr_amine_10,IR_sting_3cr_tail_2,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_10_iso_5_tail_2,IR_sting_3cr_amine_10,IR_sting_3cr_tail_2,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_10_iso_6_tail_2,IR_sting_3cr_amine_10,IR_sting_3cr_tail_2,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_10_iso_1_tail_3,IR_sting_3cr_amine_10,IR_sting_3cr_tail_3,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_10_iso_2_tail_3,IR_sting_3cr_amine_10,IR_sting_3cr_tail_3,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_10_iso_3_tail_3,IR_sting_3cr_amine_10,IR_sting_3cr_tail_3,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_10_iso_4_tail_3,IR_sting_3cr_amine_10,IR_sting_3cr_tail_3,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_10_iso_5_tail_3,IR_sting_3cr_amine_10,IR_sting_3cr_tail_3,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_10_iso_6_tail_3,IR_sting_3cr_amine_10,IR_sting_3cr_tail_3,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_10_iso_1_tail_4,IR_sting_3cr_amine_10,IR_sting_3cr_tail_4,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_10_iso_2_tail_4,IR_sting_3cr_amine_10,IR_sting_3cr_tail_4,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_10_iso_3_tail_4,IR_sting_3cr_amine_10,IR_sting_3cr_tail_4,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_10_iso_4_tail_4,IR_sting_3cr_amine_10,IR_sting_3cr_tail_4,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_10_iso_5_tail_4,IR_sting_3cr_amine_10,IR_sting_3cr_tail_4,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_10_iso_6_tail_4,IR_sting_3cr_amine_10,IR_sting_3cr_tail_4,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_10_iso_1_tail_5,IR_sting_3cr_amine_10,IR_sting_3cr_tail_5,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_10_iso_2_tail_5,IR_sting_3cr_amine_10,IR_sting_3cr_tail_5,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_10_iso_3_tail_5,IR_sting_3cr_amine_10,IR_sting_3cr_tail_5,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_10_iso_4_tail_5,IR_sting_3cr_amine_10,IR_sting_3cr_tail_5,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_10_iso_5_tail_5,IR_sting_3cr_amine_10,IR_sting_3cr_tail_5,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_10_iso_6_tail_5,IR_sting_3cr_amine_10,IR_sting_3cr_tail_5,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_10_iso_1_tail_6,IR_sting_3cr_amine_10,IR_sting_3cr_tail_6,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_10_iso_2_tail_6,IR_sting_3cr_amine_10,IR_sting_3cr_tail_6,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_10_iso_3_tail_6,IR_sting_3cr_amine_10,IR_sting_3cr_tail_6,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_10_iso_4_tail_6,IR_sting_3cr_amine_10,IR_sting_3cr_tail_6,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_10_iso_5_tail_6,IR_sting_3cr_amine_10,IR_sting_3cr_tail_6,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_10_iso_6_tail_6,IR_sting_3cr_amine_10,IR_sting_3cr_tail_6,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_10_iso_1_tail_7,IR_sting_3cr_amine_10,IR_sting_3cr_tail_7,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_10_iso_2_tail_7,IR_sting_3cr_amine_10,IR_sting_3cr_tail_7,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_10_iso_3_tail_7,IR_sting_3cr_amine_10,IR_sting_3cr_tail_7,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_10_iso_4_tail_7,IR_sting_3cr_amine_10,IR_sting_3cr_tail_7,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_10_iso_5_tail_7,IR_sting_3cr_amine_10,IR_sting_3cr_tail_7,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_10_iso_6_tail_7,IR_sting_3cr_amine_10,IR_sting_3cr_tail_7,IR_sting_3cr_iso_6,No
IR_sting_3cr_amine_10_iso_1_tail_8,IR_sting_3cr_amine_10,IR_sting_3cr_tail_8,IR_sting_3cr_iso_1,Yes
IR_sting_3cr_amine_10_iso_2_tail_8,IR_sting_3cr_amine_10,IR_sting_3cr_tail_8,IR_sting_3cr_iso_2,Yes
IR_sting_3cr_amine_10_iso_3_tail_8,IR_sting_3cr_amine_10,IR_sting_3cr_tail_8,IR_sting_3cr_iso_3,Yes
IR_sting_3cr_amine_10_iso_4_tail_8,IR_sting_3cr_amine_10,IR_sting_3cr_tail_8,IR_sting_3cr_iso_4,No
IR_sting_3cr_amine_10_iso_5_tail_8,IR_sting_3cr_amine_10,IR_sting_3cr_tail_8,IR_sting_3cr_iso_5,No
IR_sting_3cr_amine_10_iso_6_tail_8,IR_sting_3cr_amine_10,IR_sting_3cr_tail_8,IR_sting_3cr_iso_6,No