Lipid_name,Amine,Ketone,Isocyanide,Is_cyclic,Model_type,Delivery_target
LM_3CR_A7Iso2C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A7Iso3C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A7Iso4C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A7Iso5C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A7Iso6C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A7Iso7C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A7Iso8C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A7Iso9C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A7Iso10C11,LM_3CR_A7,LM_3CR_C11,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A7Iso1C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A7Iso2C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A7Iso3C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A7Iso4C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A7Iso5C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A7Iso6C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A7Iso7C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A7Iso8C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A7Iso9C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A7Iso10C10,LM_3CR_A7,LM_3CR_C10,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A7Iso1C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A7Iso2C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A7Iso3C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A7Iso4C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A7Iso5C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A7Iso6C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A7Iso7C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A7Iso8C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A7Iso9C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A7Iso10C9,LM_3CR_A7,LM_3CR_C9,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A7Iso1C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A7Iso2C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A7Iso3C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A7Iso4C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A7Iso5C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A7Iso6C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A7Iso7C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A7Iso8C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A7Iso9C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A7Iso10C8,LM_3CR_A7,LM_3CR_C8,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A7Iso1C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A7Iso2C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A7Iso3C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A7Iso4C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A7Iso5C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A7Iso6C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A7Iso7C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A7Iso8C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A7Iso9C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A7Iso10C7,LM_3CR_A7,LM_3CR_C7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A7Iso1CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A7Iso2CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A7Iso3CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A7Iso4CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A7Iso5CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A7Iso6CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A7Iso7CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A7Iso8CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A7Iso9CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A7Iso10CC7,LM_3CR_A7,LM_3CR_CC7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A7Iso1CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A7Iso2CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A7Iso3CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A7Iso4CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A7Iso5CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A7Iso6CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A7Iso7CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A7Iso8CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A7Iso9CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A7Iso10CC6,LM_3CR_A7,LM_3CR_CC6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A7Iso1C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A7Iso2C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A7Iso3C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A7Iso4C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A7Iso5C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A7Iso6C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A7Iso7C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A7Iso8C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A7Iso9C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A7Iso10C6,LM_3CR_A7,LM_3CR_C6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso12DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso22DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso32DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso42DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso72DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso82DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso102DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso1C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso2C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso3C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso4C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso5C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A8Iso6C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A8Iso7C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso8C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso9C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A8Iso10C11,LM_3CR_A8,LM_3CR_C11,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso1C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso2C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso3C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso4C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso5C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A8Iso6C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A8Iso7C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso8C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso9C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A8Iso10C10,LM_3CR_A8,LM_3CR_C10,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso1C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso2C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso3C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso4C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso5C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A8Iso6C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A8Iso7C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso8C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso9C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A8Iso10C9,LM_3CR_A8,LM_3CR_C9,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso1C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso2C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso3C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso4C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso5C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A8Iso6C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A8Iso7C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso8C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso9C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A8Iso10C8,LM_3CR_A8,LM_3CR_C8,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso1C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso2C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso3C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso4C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso5C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A8Iso6C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A8Iso7C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso8C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso9C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A8Iso10C7,LM_3CR_A8,LM_3CR_C7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso1CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso2CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso3CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso4CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso5CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A8Iso6CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A8Iso7CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso8CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso9CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A8Iso10CC7,LM_3CR_A8,LM_3CR_CC7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso1CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso2CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso3CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso4CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso5CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A8Iso6CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A8Iso7CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso8CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso9CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A8Iso10CC6,LM_3CR_A8,LM_3CR_CC6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A8Iso1C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A8Iso2C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A8Iso3C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A8Iso4C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A8Iso5C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A8Iso6C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A8Iso7C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A8Iso8C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A8Iso9C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A8Iso10C6,LM_3CR_A8,LM_3CR_C6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso12DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso22DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso32DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso42DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso72DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso82DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A9Iso102DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso1C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso2C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso3C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso4C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso5C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A9Iso6C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A9Iso7C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso8C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A9Iso9C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A9Iso10C11,LM_3CR_A9,LM_3CR_C11,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso1C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso2C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso3C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso4C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso5C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A9Iso6C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A9Iso7C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso8C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso8,No,HeLa,hela
