Lipid_name,Amine,Ketone,Isocyanide,Is_cyclic,Model_type,Delivery_target
LM_3CR_A9Iso9C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A9Iso10C10,LM_3CR_A9,LM_3CR_C10,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso1C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso2C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso3C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso4C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso5C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A9Iso6C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A9Iso7C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso8C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A9Iso9C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A9Iso10C9,LM_3CR_A9,LM_3CR_C9,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso1C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso2C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso3C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso4C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso5C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A9Iso6C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A9Iso7C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso8C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A9Iso9C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A9Iso10C8,LM_3CR_A9,LM_3CR_C8,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso1C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso2C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso3C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso4C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso5C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A9Iso6C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A9Iso7C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso8C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A9Iso9C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A9Iso10C7,LM_3CR_A9,LM_3CR_C7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso1CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso2CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso3CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso4CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso5CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A9Iso6CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A9Iso7CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso8CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A9Iso9CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A9Iso10CC7,LM_3CR_A9,LM_3CR_CC7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso1CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso2CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso3CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso4CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso5CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A9Iso6CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A9Iso7CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso8CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A9Iso9CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A9Iso10CC6,LM_3CR_A9,LM_3CR_CC6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A9Iso1C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A9Iso2C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A9Iso3C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A9Iso4C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A9Iso5C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A9Iso6C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A9Iso7C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A9Iso8C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A9Iso9C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A9Iso10C6,LM_3CR_A9,LM_3CR_C6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso12DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso22DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso32DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso42DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso72DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso82DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso102DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso1C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso2C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso3C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso4C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso5C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A10Iso6C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A10Iso7C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso8C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso9C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A10Iso10C11,LM_3CR_A10,LM_3CR_C11,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso1C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso2C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso3C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso4C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso5C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A10Iso6C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A10Iso7C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso8C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso9C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A10Iso10C10,LM_3CR_A10,LM_3CR_C10,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso1C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso2C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso3C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso4C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso5C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A10Iso6C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A10Iso7C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso8C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso9C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A10Iso10C9,LM_3CR_A10,LM_3CR_C9,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso1C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso2C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso3C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso4C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso5C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A10Iso6C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A10Iso7C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso8C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso9C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A10Iso10C8,LM_3CR_A10,LM_3CR_C8,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso1C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso2C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso3C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso4C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso5C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A10Iso6C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A10Iso7C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso8C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso9C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A10Iso10C7,LM_3CR_A10,LM_3CR_C7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso1CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso2CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso3CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso4CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso5CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A10Iso6CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A10Iso7CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso8CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso9CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A10Iso10CC7,LM_3CR_A10,LM_3CR_CC7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso1CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso2CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso3CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso4CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso5CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A10Iso6CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A10Iso7CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso8CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso9CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A10Iso10CC6,LM_3CR_A10,LM_3CR_CC6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A10Iso1C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A10Iso2C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A10Iso3C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A10Iso4C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A10Iso5C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A10Iso6C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A10Iso7C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A10Iso8C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A10Iso9C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A10Iso10C6,LM_3CR_A10,LM_3CR_C6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso12DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso22DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso32DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso42DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso72DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso82DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso102DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10C11,LM_3CR_A11,LM_3CR_C11,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10C10,LM_3CR_A11,LM_3CR_C10,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso1,No,HeLa,hela
