Lipid_name,Amine,Tail
RM_branched_ester_M30_R09,RM_branched_ester_M30,RM_branched_ester_R09
RM_branched_ester_M37_R01,RM_branched_ester_M37,RM_branched_ester_R01
RM_branched_ester_M37_R10,RM_branched_ester_M37,RM_branched_ester_R10
RM_branched_ester_M37_R11,RM_branched_ester_M37,RM_branched_ester_R11
RM_branched_ester_M37_R12,RM_branched_ester_M37,RM_branched_ester_R12
RM_branched_ester_M37_R13,RM_branched_ester_M37,RM_branched_ester_R13
RM_branched_ester_M37_R14,RM_branched_ester_M37,RM_branched_ester_R14
RM_branched_ester_M37_R15,RM_branched_ester_M37,RM_branched_ester_R15
RM_branched_ester_M37_R16,RM_branched_ester_M37,RM_branched_ester_R16
RM_branched_ester_M37_R02,RM_branched_ester_M37,RM_branched_ester_R02
RM_branched_ester_M37_R03,RM_branched_ester_M37,RM_branched_ester_R03
RM_branched_ester_M37_R04,RM_branched_ester_M37,RM_branched_ester_R04
RM_branched_ester_M37_R05,RM_branched_ester_M37,RM_branched_ester_R05
RM_branched_ester_M37_R06,RM_branched_ester_M37,RM_branched_ester_R06
RM_branched_ester_M37_R07,RM_branched_ester_M37,RM_branched_ester_R07
RM_branched_ester_M37_R08,RM_branched_ester_M37,RM_branched_ester_R08
RM_branched_ester_M37_R09,RM_branched_ester_M37,RM_branched_ester_R09
RM_branched_ester_M38_R01,RM_branched_ester_M38,RM_branched_ester_R01
RM_branched_ester_M38_R10,RM_branched_ester_M38,RM_branched_ester_R10
RM_branched_ester_M38_R11,RM_branched_ester_M38,RM_branched_ester_R11
RM_branched_ester_M38_R12,RM_branched_ester_M38,RM_branched_ester_R12
RM_branched_ester_M38_R13,RM_branched_ester_M38,RM_branched_ester_R13
RM_branched_ester_M38_R14,RM_branched_ester_M38,RM_branched_ester_R14
RM_branched_ester_M38_R15,RM_branched_ester_M38,RM_branched_ester_R15
RM_branched_ester_M38_R16,RM_branched_ester_M38,RM_branched_ester_R16
RM_branched_ester_M38_R02,RM_branched_ester_M38,RM_branched_ester_R02
RM_branched_ester_M38_R03,RM_branched_ester_M38,RM_branched_ester_R03
RM_branched_ester_M38_R04,RM_branched_ester_M38,RM_branched_ester_R04
RM_branched_ester_M38_R05,RM_branched_ester_M38,RM_branched_ester_R05
RM_branched_ester_M38_R06,RM_branched_ester_M38,RM_branched_ester_R06
RM_branched_ester_M38_R07,RM_branched_ester_M38,RM_branched_ester_R07
RM_branched_ester_M38_R08,RM_branched_ester_M38,RM_branched_ester_R08
RM_branched_ester_M38_R09,RM_branched_ester_M38,RM_branched_ester_R09
RM_branched_ester_M40_R01,RM_branched_ester_M40,RM_branched_ester_R01
RM_branched_ester_M40_R10,RM_branched_ester_M40,RM_branched_ester_R10
RM_branched_ester_M40_R11,RM_branched_ester_M40,RM_branched_ester_R11
RM_branched_ester_M40_R12,RM_branched_ester_M40,RM_branched_ester_R12
RM_branched_ester_M40_R13,RM_branched_ester_M40,RM_branched_ester_R13
RM_branched_ester_M40_R14,RM_branched_ester_M40,RM_branched_ester_R14
RM_branched_ester_M40_R15,RM_branched_ester_M40,RM_branched_ester_R15
RM_branched_ester_M40_R16,RM_branched_ester_M40,RM_branched_ester_R16
RM_branched_ester_M40_R02,RM_branched_ester_M40,RM_branched_ester_R02
RM_branched_ester_M40_R03,RM_branched_ester_M40,RM_branched_ester_R03
RM_branched_ester_M40_R04,RM_branched_ester_M40,RM_branched_ester_R04
RM_branched_ester_M40_R05,RM_branched_ester_M40,RM_branched_ester_R05
RM_branched_ester_M40_R06,RM_branched_ester_M40,RM_branched_ester_R06
RM_branched_ester_M40_R07,RM_branched_ester_M40,RM_branched_ester_R07
RM_branched_ester_M40_R08,RM_branched_ester_M40,RM_branched_ester_R08
RM_branched_ester_M40_R09,RM_branched_ester_M40,RM_branched_ester_R09
RM_branched_ester_M43_R01,RM_branched_ester_M43,RM_branched_ester_R01
RM_branched_ester_M43_R10,RM_branched_ester_M43,RM_branched_ester_R10
RM_branched_ester_M43_R11,RM_branched_ester_M43,RM_branched_ester_R11
RM_branched_ester_M43_R12,RM_branched_ester_M43,RM_branched_ester_R12
RM_branched_ester_M43_R13,RM_branched_ester_M43,RM_branched_ester_R13
RM_branched_ester_M43_R14,RM_branched_ester_M43,RM_branched_ester_R14
RM_branched_ester_M43_R15,RM_branched_ester_M43,RM_branched_ester_R15
RM_branched_ester_M43_R16,RM_branched_ester_M43,RM_branched_ester_R16
RM_branched_ester_M43_R02,RM_branched_ester_M43,RM_branched_ester_R02
RM_branched_ester_M43_R03,RM_branched_ester_M43,RM_branched_ester_R03
RM_branched_ester_M43_R04,RM_branched_ester_M43,RM_branched_ester_R04
RM_branched_ester_M43_R05,RM_branched_ester_M43,RM_branched_ester_R05
RM_branched_ester_M43_R06,RM_branched_ester_M43,RM_branched_ester_R06
RM_branched_ester_M43_R07,RM_branched_ester_M43,RM_branched_ester_R07
RM_branched_ester_M43_R08,RM_branched_ester_M43,RM_branched_ester_R08
RM_branched_ester_M43_R09,RM_branched_ester_M43,RM_branched_ester_R09
RM_branched_ester_M45_R01,RM_branched_ester_M45,RM_branched_ester_R01
RM_branched_ester_M45_R10,RM_branched_ester_M45,RM_branched_ester_R10
RM_branched_ester_M45_R11,RM_branched_ester_M45,RM_branched_ester_R11
RM_branched_ester_M45_R12,RM_branched_ester_M45,RM_branched_ester_R12
RM_branched_ester_M45_R13,RM_branched_ester_M45,RM_branched_ester_R13
RM_branched_ester_M45_R14,RM_branched_ester_M45,RM_branched_ester_R14
RM_branched_ester_M45_R15,RM_branched_ester_M45,RM_branched_ester_R15
RM_branched_ester_M45_R16,RM_branched_ester_M45,RM_branched_ester_R16
RM_branched_ester_M45_R02,RM_branched_ester_M45,RM_branched_ester_R02
RM_branched_ester_M45_R03,RM_branched_ester_M45,RM_branched_ester_R03
RM_branched_ester_M45_R04,RM_branched_ester_M45,RM_branched_ester_R04
RM_branched_ester_M45_R05,RM_branched_ester_M45,RM_branched_ester_R05
RM_branched_ester_M45_R06,RM_branched_ester_M45,RM_branched_ester_R06
RM_branched_ester_M45_R07,RM_branched_ester_M45,RM_branched_ester_R07
RM_branched_ester_M45_R08,RM_branched_ester_M45,RM_branched_ester_R08
RM_branched_ester_M45_R09,RM_branched_ester_M45,RM_branched_ester_R09
RM_branched_ester_M49_R01,RM_branched_ester_M49,RM_branched_ester_R01
RM_branched_ester_M49_R10,RM_branched_ester_M49,RM_branched_ester_R10
RM_branched_ester_M49_R11,RM_branched_ester_M49,RM_branched_ester_R11
RM_branched_ester_M49_R12,RM_branched_ester_M49,RM_branched_ester_R12
RM_branched_ester_M49_R13,RM_branched_ester_M49,RM_branched_ester_R13
RM_branched_ester_M49_R14,RM_branched_ester_M49,RM_branched_ester_R14
RM_branched_ester_M49_R15,RM_branched_ester_M49,RM_branched_ester_R15
RM_branched_ester_M49_R16,RM_branched_ester_M49,RM_branched_ester_R16
RM_branched_ester_M49_R02,RM_branched_ester_M49,RM_branched_ester_R02
RM_branched_ester_M49_R03,RM_branched_ester_M49,RM_branched_ester_R03
RM_branched_ester_M49_R04,RM_branched_ester_M49,RM_branched_ester_R04
RM_branched_ester_M49_R05,RM_branched_ester_M49,RM_branched_ester_R05
RM_branched_ester_M49_R06,RM_branched_ester_M49,RM_branched_ester_R06
RM_branched_ester_M49_R07,RM_branched_ester_M49,RM_branched_ester_R07
RM_branched_ester_M49_R08,RM_branched_ester_M49,RM_branched_ester_R08
RM_branched_ester_M49_R09,RM_branched_ester_M49,RM_branched_ester_R09
RM_branched_ester_M56_R01,RM_branched_ester_M56,RM_branched_ester_R01
RM_branched_ester_M56_R10,RM_branched_ester_M56,RM_branched_ester_R10
RM_branched_ester_M56_R11,RM_branched_ester_M56,RM_branched_ester_R11
RM_branched_ester_M56_R12,RM_branched_ester_M56,RM_branched_ester_R12
RM_branched_ester_M56_R13,RM_branched_ester_M56,RM_branched_ester_R13
RM_branched_ester_M56_R14,RM_branched_ester_M56,RM_branched_ester_R14
RM_branched_ester_M56_R15,RM_branched_ester_M56,RM_branched_ester_R15
RM_branched_ester_M56_R16,RM_branched_ester_M56,RM_branched_ester_R16
RM_branched_ester_M56_R02,RM_branched_ester_M56,RM_branched_ester_R02
RM_branched_ester_M56_R03,RM_branched_ester_M56,RM_branched_ester_R03
RM_branched_ester_M56_R04,RM_branched_ester_M56,RM_branched_ester_R04
RM_branched_ester_M56_R05,RM_branched_ester_M56,RM_branched_ester_R05
RM_branched_ester_M56_R06,RM_branched_ester_M56,RM_branched_ester_R06
RM_branched_ester_M56_R07,RM_branched_ester_M56,RM_branched_ester_R07
RM_branched_ester_M56_R08,RM_branched_ester_M56,RM_branched_ester_R08
RM_branched_ester_M56_R09,RM_branched_ester_M56,RM_branched_ester_R09
RM_branched_ester_M58_R01,RM_branched_ester_M58,RM_branched_ester_R01
RM_branched_ester_M58_R10,RM_branched_ester_M58,RM_branched_ester_R10
RM_branched_ester_M58_R11,RM_branched_ester_M58,RM_branched_ester_R11
RM_branched_ester_M58_R12,RM_branched_ester_M58,RM_branched_ester_R12
RM_branched_ester_M58_R13,RM_branched_ester_M58,RM_branched_ester_R13
RM_branched_ester_M58_R14,RM_branched_ester_M58,RM_branched_ester_R14
RM_branched_ester_M58_R15,RM_branched_ester_M58,RM_branched_ester_R15
RM_branched_ester_M58_R16,RM_branched_ester_M58,RM_branched_ester_R16
RM_branched_ester_M58_R02,RM_branched_ester_M58,RM_branched_ester_R02
RM_branched_ester_M58_R03,RM_branched_ester_M58,RM_branched_ester_R03
RM_branched_ester_M58_R04,RM_branched_ester_M58,RM_branched_ester_R04
RM_branched_ester_M58_R05,RM_branched_ester_M58,RM_branched_ester_R05
RM_branched_ester_M58_R06,RM_branched_ester_M58,RM_branched_ester_R06
RM_branched_ester_M58_R07,RM_branched_ester_M58,RM_branched_ester_R07
RM_branched_ester_M58_R08,RM_branched_ester_M58,RM_branched_ester_R08
RM_branched_ester_M58_R09,RM_branched_ester_M58,RM_branched_ester_R09
RM_branched_ester_M66_R01,RM_branched_ester_M66,RM_branched_ester_R01
RM_branched_ester_M66_R10,RM_branched_ester_M66,RM_branched_ester_R10
RM_branched_ester_M66_R11,RM_branched_ester_M66,RM_branched_ester_R11
RM_branched_ester_M66_R12,RM_branched_ester_M66,RM_branched_ester_R12
RM_branched_ester_M66_R13,RM_branched_ester_M66,RM_branched_ester_R13
RM_branched_ester_M66_R14,RM_branched_ester_M66,RM_branched_ester_R14
RM_branched_ester_M66_R15,RM_branched_ester_M66,RM_branched_ester_R15
RM_branched_ester_M66_R16,RM_branched_ester_M66,RM_branched_ester_R16
RM_branched_ester_M66_R02,RM_branched_ester_M66,RM_branched_ester_R02
RM_branched_ester_M66_R03,RM_branched_ester_M66,RM_branched_ester_R03
RM_branched_ester_M66_R04,RM_branched_ester_M66,RM_branched_ester_R04
RM_branched_ester_M66_R05,RM_branched_ester_M66,RM_branched_ester_R05
RM_branched_ester_M66_R06,RM_branched_ester_M66,RM_branched_ester_R06
RM_branched_ester_M66_R07,RM_branched_ester_M66,RM_branched_ester_R07
RM_branched_ester_M66_R08,RM_branched_ester_M66,RM_branched_ester_R08
RM_branched_ester_M66_R09,RM_branched_ester_M66,RM_branched_ester_R09
RM_branched_ester_M68_R01,RM_branched_ester_M68,RM_branched_ester_R01
RM_branched_ester_M68_R10,RM_branched_ester_M68,RM_branched_ester_R10
RM_branched_ester_M68_R11,RM_branched_ester_M68,RM_branched_ester_R11
RM_branched_ester_M68_R12,RM_branched_ester_M68,RM_branched_ester_R12
RM_branched_ester_M68_R13,RM_branched_ester_M68,RM_branched_ester_R13
RM_branched_ester_M68_R14,RM_branched_ester_M68,RM_branched_ester_R14
RM_branched_ester_M68_R15,RM_branched_ester_M68,RM_branched_ester_R15
RM_branched_ester_M68_R16,RM_branched_ester_M68,RM_branched_ester_R16
RM_branched_ester_M68_R02,RM_branched_ester_M68,RM_branched_ester_R02
RM_branched_ester_M68_R03,RM_branched_ester_M68,RM_branched_ester_R03
RM_branched_ester_M68_R04,RM_branched_ester_M68,RM_branched_ester_R04
RM_branched_ester_M68_R05,RM_branched_ester_M68,RM_branched_ester_R05
RM_branched_ester_M68_R06,RM_branched_ester_M68,RM_branched_ester_R06
RM_branched_ester_M68_R07,RM_branched_ester_M68,RM_branched_ester_R07
RM_branched_ester_M68_R08,RM_branched_ester_M68,RM_branched_ester_R08
RM_branched_ester_M68_R09,RM_branched_ester_M68,RM_branched_ester_R09
RM_branched_ester_M69_R01,RM_branched_ester_M69,RM_branched_ester_R01
RM_branched_ester_M69_R10,RM_branched_ester_M69,RM_branched_ester_R10
RM_branched_ester_M69_R11,RM_branched_ester_M69,RM_branched_ester_R11
RM_branched_ester_M69_R12,RM_branched_ester_M69,RM_branched_ester_R12
RM_branched_ester_M69_R13,RM_branched_ester_M69,RM_branched_ester_R13
RM_branched_ester_M69_R14,RM_branched_ester_M69,RM_branched_ester_R14
RM_branched_ester_M69_R15,RM_branched_ester_M69,RM_branched_ester_R15
RM_branched_ester_M69_R16,RM_branched_ester_M69,RM_branched_ester_R16
RM_branched_ester_M69_R02,RM_branched_ester_M69,RM_branched_ester_R02
RM_branched_ester_M69_R03,RM_branched_ester_M69,RM_branched_ester_R03
RM_branched_ester_M69_R04,RM_branched_ester_M69,RM_branched_ester_R04
RM_branched_ester_M69_R05,RM_branched_ester_M69,RM_branched_ester_R05
RM_branched_ester_M69_R06,RM_branched_ester_M69,RM_branched_ester_R06
RM_branched_ester_M69_R07,RM_branched_ester_M69,RM_branched_ester_R07
RM_branched_ester_M69_R08,RM_branched_ester_M69,RM_branched_ester_R08
RM_branched_ester_M69_R09,RM_branched_ester_M69,RM_branched_ester_R09
RM_branched_ester_M71_R01,RM_branched_ester_M71,RM_branched_ester_R01
RM_branched_ester_M71_R10,RM_branched_ester_M71,RM_branched_ester_R10
RM_branched_ester_M71_R11,RM_branched_ester_M71,RM_branched_ester_R11
RM_branched_ester_M71_R12,RM_branched_ester_M71,RM_branched_ester_R12
RM_branched_ester_M71_R13,RM_branched_ester_M71,RM_branched_ester_R13
RM_branched_ester_M71_R14,RM_branched_ester_M71,RM_branched_ester_R14
RM_branched_ester_M71_R15,RM_branched_ester_M71,RM_branched_ester_R15
RM_branched_ester_M71_R16,RM_branched_ester_M71,RM_branched_ester_R16
RM_branched_ester_M71_R02,RM_branched_ester_M71,RM_branched_ester_R02
RM_branched_ester_M71_R03,RM_branched_ester_M71,RM_branched_ester_R03
RM_branched_ester_M71_R04,RM_branched_ester_M71,RM_branched_ester_R04
RM_branched_ester_M71_R05,RM_branched_ester_M71,RM_branched_ester_R05
RM_branched_ester_M71_R06,RM_branched_ester_M71,RM_branched_ester_R06
RM_branched_ester_M71_R07,RM_branched_ester_M71,RM_branched_ester_R07
RM_branched_ester_M71_R08,RM_branched_ester_M71,RM_branched_ester_R08
RM_branched_ester_M71_R09,RM_branched_ester_M71,RM_branched_ester_R09