Lipid_name,Amine,Tail,Delivery_target,Route_of_administration,Purity,Batch_or_individual,Experiment_weight,Mix_type
A19-T2 ,RM_carbonate_A19,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A5-T4 ,RM_carbonate_A5,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A31-T2 ,RM_carbonate_A31,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A33-T4 ,RM_carbonate_A33,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A25-T5 ,RM_carbonate_A25,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T3 ,RM_carbonate_A29,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A37-T8 ,RM_carbonate_A37,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A49-T9 ,RM_carbonate_A49,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A4-T7 ,RM_carbonate_A4,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A26-T7 ,RM_carbonate_A26,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T7 ,RM_carbonate_A32,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A1-T7 ,RM_carbonate_A1,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A63-T2 ,RM_carbonate_A63,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A16-T10 ,RM_carbonate_A16,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T8 ,RM_carbonate_A50,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A63-T9 ,RM_carbonate_A63,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A4-T4 ,RM_carbonate_A4,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A71-T4 ,RM_carbonate_A71,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T8 ,RM_carbonate_A48,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A12-T9 ,RM_carbonate_A12,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A2-T1 ,RM_carbonate_A2,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A45-T5 ,RM_carbonate_A45,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A45-T8 ,RM_carbonate_A45,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A6-T6 ,RM_carbonate_A6,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T5 ,RM_carbonate_A41,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T5 ,RM_carbonate_A70,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A7-T6 ,RM_carbonate_A7,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T7 ,RM_carbonate_A48,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A15-T3 ,RM_carbonate_A15,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T2 ,RM_carbonate_A52,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T2 ,RM_carbonate_A27,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A9-T8 ,RM_carbonate_A9,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A34-T10 ,RM_carbonate_A34,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A20-T4 ,RM_carbonate_A20,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T6 ,RM_carbonate_A48,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A38-T9 ,RM_carbonate_A38,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T6 ,RM_carbonate_A70,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T5 ,RM_carbonate_A52,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A20-T5 ,RM_carbonate_A20,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T6 ,RM_carbonate_A29,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T7 ,RM_carbonate_A70,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A38-T8 ,RM_carbonate_A38,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A10-T2 ,RM_carbonate_A10,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A21-T6 ,RM_carbonate_A21,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A21-T7 ,RM_carbonate_A21,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A15-T4 ,RM_carbonate_A15,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T2 ,RM_carbonate_A13,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A19-T8 ,RM_carbonate_A19,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A30-T6 ,RM_carbonate_A30,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T4 ,RM_carbonate_A70,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T10 ,RM_carbonate_A27,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A45-T6 ,RM_carbonate_A45,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A23-T7 ,RM_carbonate_A23,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A7-T4 ,RM_carbonate_A7,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A10-T7 ,RM_carbonate_A10,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A20-T6 ,RM_carbonate_A20,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A17-T5 ,RM_carbonate_A17,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A5-T7 ,RM_carbonate_A5,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A12-T10 ,RM_carbonate_A12,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T10 ,RM_carbonate_A40,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A24-T9 ,RM_carbonate_A24,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A47-T2 ,RM_carbonate_A47,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A47-T10 ,RM_carbonate_A47,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T6 ,RM_carbonate_A41,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A15-T6 ,RM_carbonate_A15,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A17-T8 ,RM_carbonate_A17,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A10-T9 ,RM_carbonate_A10,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A19-T5 ,RM_carbonate_A19,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T1 ,RM_carbonate_A13,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T7 ,RM_carbonate_A29,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A28-T3 ,RM_carbonate_A28,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A24-T5 ,RM_carbonate_A24,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A17-T3 ,RM_carbonate_A17,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A22-T7 ,RM_carbonate_A22,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A26-T5 ,RM_carbonate_A26,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T7 ,RM_carbonate_A41,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A21-T5 ,RM_carbonate_A21,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T10 ,RM_carbonate_A50,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T1 ,RM_carbonate_A29,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T5 ,RM_carbonate_A48,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A26-T2 ,RM_carbonate_A26,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T7 ,RM_carbonate_A42,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T9 ,RM_carbonate_A53,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A8-T7 ,RM_carbonate_A8,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A26-T10 ,RM_carbonate_A26,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A25-T4 ,RM_carbonate_A25,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T10 ,RM_carbonate_A69,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T4 ,RM_carbonate_A64,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T10 ,RM_carbonate_A13,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A6-T5 ,RM_carbonate_A6,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T4 ,RM_carbonate_A62,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T6 ,RM_carbonate_A42,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A24-T3 ,RM_carbonate_A24,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A17-T6 ,RM_carbonate_A17,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T10 ,RM_carbonate_A53,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A6-T9 ,RM_carbonate_A6,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T1 ,RM_carbonate_A41,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A47-T3 ,RM_carbonate_A47,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A8-T8 ,RM_carbonate_A8,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A51-T6 ,RM_carbonate_A51,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T4 ,RM_carbonate_A69,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A5-T8 ,RM_carbonate_A5,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A3-T8 ,RM_carbonate_A3,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A16-T4 ,RM_carbonate_A16,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A31-T4 ,RM_carbonate_A31,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A44-T5 ,RM_carbonate_A44,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A9-T10 ,RM_carbonate_A9,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T10 ,RM_carbonate_A42,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A33-T3 ,RM_carbonate_A33,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A30-T10 ,RM_carbonate_A30,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T4 ,RM_carbonate_A53,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A24-T6 ,RM_carbonate_A24,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T9 ,RM_carbonate_A50,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A39-T7 ,RM_carbonate_A39,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A34-T9 ,RM_carbonate_A34,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A24-T1 ,RM_carbonate_A24,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A18-T10 ,RM_carbonate_A18,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A3-T6 ,RM_carbonate_A3,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A39-T5 ,RM_carbonate_A39,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T10 ,RM_carbonate_A52,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A26-T4 ,RM_carbonate_A26,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A44-T7 ,RM_carbonate_A44,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T7 ,RM_carbonate_A54,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A44-T2 ,RM_carbonate_A44,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T8 ,RM_carbonate_A52,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T1 ,RM_carbonate_A52,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T10 ,RM_carbonate_A54,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T2 ,RM_carbonate_A29,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A8-T6 ,RM_carbonate_A8,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T8 ,RM_carbonate_A70,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A15-T8 ,RM_carbonate_A15,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T3 ,RM_carbonate_A32,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A36-T10 ,RM_carbonate_A36,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A24-T4 ,RM_carbonate_A24,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A45-T10 ,RM_carbonate_A45,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T8 ,RM_carbonate_A13,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T7 ,RM_carbonate_A52,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T2 ,RM_carbonate_A41,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A38-T7 ,RM_carbonate_A38,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T6 ,RM_carbonate_A32,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T9 ,RM_carbonate_A27,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A3-T4 ,RM_carbonate_A3,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A45-T1 ,RM_carbonate_A45,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A23-T8 ,RM_carbonate_A23,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A10-T3 ,RM_carbonate_A10,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A30-T9 ,RM_carbonate_A30,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T9 ,RM_carbonate_A41,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A17-T10 ,RM_carbonate_A17,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A26-T9 ,RM_carbonate_A26,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A21-T4 ,RM_carbonate_A21,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T2 ,RM_carbonate_A54,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A39-T6 ,RM_carbonate_A39,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A12-T8 ,RM_carbonate_A12,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A45-T9 ,RM_carbonate_A45,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A15-T5 ,RM_carbonate_A15,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A37-T7 ,RM_carbonate_A37,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A1-T6 ,RM_carbonate_A1,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A6-T7 ,RM_carbonate_A6,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A44-T9 ,RM_carbonate_A44,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T3 ,RM_carbonate_A41,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T10 ,RM_carbonate_A55,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A24-T2 ,RM_carbonate_A24,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A3-T5 ,RM_carbonate_A3,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A45-T2 ,RM_carbonate_A45,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T1 ,RM_carbonate_A32,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A47-T1 ,RM_carbonate_A47,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A6-T4 ,RM_carbonate_A6,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T5 ,RM_carbonate_A32,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A8-T5 ,RM_carbonate_A8,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A18-T9 ,RM_carbonate_A18,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T8 ,RM_carbonate_A53,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T4 ,RM_carbonate_A32,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A26-T1 ,RM_carbonate_A26,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A1-T5 ,RM_carbonate_A1,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T3 ,RM_carbonate_A58,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A1-T4 ,RM_carbonate_A1,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T8 ,RM_carbonate_A64,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A22-T6 ,RM_carbonate_A22,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A3-T7 ,RM_carbonate_A3,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T3 ,RM_carbonate_A27,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A37-T10 ,RM_carbonate_A37,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A37-T9 ,RM_carbonate_A37,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A38-T10 ,RM_carbonate_A38,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A22-T9 ,RM_carbonate_A22,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T6 ,RM_carbonate_A13,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A8-T4 ,RM_carbonate_A8,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A17-T4 ,RM_carbonate_A17,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T6 ,RM_carbonate_A52,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A10-T6 ,RM_carbonate_A10,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A38-T5 ,RM_carbonate_A38,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A16-T8 ,RM_carbonate_A16,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A51-T7 ,RM_carbonate_A51,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T2 ,RM_carbonate_A32,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T9 ,RM_carbonate_A72,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A20-T10 ,RM_carbonate_A20,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T7 ,RM_carbonate_A53,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T2 ,RM_carbonate_A60,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
