Lipid_name,Amine,Tail,Delivery_target,Route_of_administration,Purity,Batch_or_individual,Experiment_weight,Mix_type
A51-T10 ,RM_carbonate_A51,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T5 ,RM_carbonate_A54,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T10 ,RM_carbonate_A46,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T9 ,RM_carbonate_A60,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T9 ,RM_carbonate_A40,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A6-T8 ,RM_carbonate_A6,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A49-T8 ,RM_carbonate_A49,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A36-T8 ,RM_carbonate_A36,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A26-T3 ,RM_carbonate_A26,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A71-T10 ,RM_carbonate_A71,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A28-T8 ,RM_carbonate_A28,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T6 ,RM_carbonate_A53,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A37-T2 ,RM_carbonate_A37,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A16-T5 ,RM_carbonate_A16,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T5 ,RM_carbonate_A29,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T4 ,RM_carbonate_A41,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A10-T4 ,RM_carbonate_A10,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A30-T4 ,RM_carbonate_A30,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T9 ,RM_carbonate_A68,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T3 ,RM_carbonate_A52,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A20-T2 ,RM_carbonate_A20,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T9 ,RM_carbonate_A46,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A35-T7 ,RM_carbonate_A35,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A28-T6 ,RM_carbonate_A28,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T9 ,RM_carbonate_A69,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A35-T8 ,RM_carbonate_A35,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A63-T1 ,RM_carbonate_A63,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A51-T8 ,RM_carbonate_A51,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T7 ,RM_carbonate_A50,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A23-T9 ,RM_carbonate_A23,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T10 ,RM_carbonate_A64,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A30-T5 ,RM_carbonate_A30,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T1 ,RM_carbonate_A54,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T5 ,RM_carbonate_A53,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T5 ,RM_carbonate_A42,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T9 ,RM_carbonate_A32,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A6-T10 ,RM_carbonate_A6,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A32-T10 ,RM_carbonate_A32,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T6 ,RM_carbonate_A62,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A20-T1 ,RM_carbonate_A20,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T10 ,RM_carbonate_A43,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A22-T10 ,RM_carbonate_A22,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A30-T7 ,RM_carbonate_A30,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T10 ,RM_carbonate_A62,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A10-T10 ,RM_carbonate_A10,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A37-T3 ,RM_carbonate_A37,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A28-T5 ,RM_carbonate_A28,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A28-T7 ,RM_carbonate_A28,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T4 ,RM_carbonate_A58,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T10 ,RM_carbonate_A66,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T5 ,RM_carbonate_A60,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A41-T8 ,RM_carbonate_A41,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A31-T9 ,RM_carbonate_A31,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T3 ,RM_carbonate_A59,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T4 ,RM_carbonate_A42,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A23-T1 ,RM_carbonate_A23,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T5 ,RM_carbonate_A58,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A51-T5 ,RM_carbonate_A51,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T9 ,RM_carbonate_A13,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T1 ,RM_carbonate_A60,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T10 ,RM_carbonate_A48,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A9-T4 ,RM_carbonate_A9,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T9 ,RM_carbonate_A43,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T8 ,RM_carbonate_A66,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T4 ,RM_carbonate_A29,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A45-T3 ,RM_carbonate_A45,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A11-T4 ,RM_carbonate_A11,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A31-T10 ,RM_carbonate_A31,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A36-T6 ,RM_carbonate_A36,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T5 ,RM_carbonate_A59,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T6 ,RM_carbonate_A50,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A37-T1 ,RM_carbonate_A37,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A23-T3 ,RM_carbonate_A23,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T7 ,RM_carbonate_A60,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T9 ,RM_carbonate_A59,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A49-T5 ,RM_carbonate_A49,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T10 ,RM_carbonate_A60,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A71-T9 ,RM_carbonate_A71,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T9 ,RM_carbonate_A62,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A20-T3 ,RM_carbonate_A20,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T9 ,RM_carbonate_A61,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A52-T4 ,RM_carbonate_A52,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A35-T6 ,RM_carbonate_A35,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T10 ,RM_carbonate_A68,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A1-T10 ,RM_carbonate_A1,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T8 ,RM_carbonate_A62,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A19-T10 ,RM_carbonate_A19,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A12-T4 ,RM_carbonate_A12,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T5 ,RM_carbonate_A64,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T3 ,RM_carbonate_A54,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A36-T7 ,RM_carbonate_A36,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A19-T9 ,RM_carbonate_A19,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T3 ,RM_carbonate_A42,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A5-T9 ,RM_carbonate_A5,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A23-T2 ,RM_carbonate_A23,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A28-T4 ,RM_carbonate_A28,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A30-T8 ,RM_carbonate_A30,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T7 ,RM_carbonate_A13,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T10 ,RM_carbonate_A61,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A3-T10 ,RM_carbonate_A3,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T8 ,RM_carbonate_A67,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A47-T9 ,RM_carbonate_A47,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T2 ,RM_carbonate_A42,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A22-T5 ,RM_carbonate_A22,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A2-T9 ,RM_carbonate_A2,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A39-T8 ,RM_carbonate_A39,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T1 ,RM_carbonate_A62,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T9 ,RM_carbonate_A55,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A39-T9 ,RM_carbonate_A39,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T5 ,RM_carbonate_A50,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T1 ,RM_carbonate_A42,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T9 ,RM_carbonate_A58,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T4 ,RM_carbonate_A40,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A44-T3 ,RM_carbonate_A44,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T7 ,RM_carbonate_A62,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A49-T6 ,RM_carbonate_A49,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T6 ,RM_carbonate_A40,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T10 ,RM_carbonate_A65,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T4 ,RM_carbonate_A56,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A51-T4 ,RM_carbonate_A51,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T7 ,RM_carbonate_A40,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A10-T5 ,RM_carbonate_A10,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A2-T10 ,RM_carbonate_A2,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T9 ,RM_carbonate_A66,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T5 ,RM_carbonate_A43,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T2 ,RM_carbonate_A56,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T9 ,RM_carbonate_A70,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T5 ,RM_carbonate_A27,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T10 ,RM_carbonate_A56,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T4 ,RM_carbonate_A55,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T4 ,RM_carbonate_A50,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A22-T4 ,RM_carbonate_A22,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T10 ,RM_carbonate_A72,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T8 ,RM_carbonate_A65,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T2 ,RM_carbonate_A55,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T4 ,RM_carbonate_A54,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A17-T9 ,RM_carbonate_A17,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T8 ,RM_carbonate_A43,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T3 ,RM_carbonate_A60,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T10 ,RM_carbonate_A58,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A4-T9 ,RM_carbonate_A4,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A42-T9 ,RM_carbonate_A42,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T5 ,RM_carbonate_A46,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T6 ,RM_carbonate_A60,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T10 ,RM_carbonate_A59,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T4 ,RM_carbonate_A65,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T4 ,RM_carbonate_A43,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A35-T4 ,RM_carbonate_A35,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T6 ,RM_carbonate_A64,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T2 ,RM_carbonate_A50,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T6 ,RM_carbonate_A46,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A57-T4 ,RM_carbonate_A57,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A5-T10 ,RM_carbonate_A5,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T5 ,RM_carbonate_A72,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T3 ,RM_carbonate_A50,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T8 ,RM_carbonate_A40,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A9-T5 ,RM_carbonate_A9,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T7 ,RM_carbonate_A72,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T10 ,RM_carbonate_A29,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T8 ,RM_carbonate_A60,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T2 ,RM_carbonate_A53,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A23-T10 ,RM_carbonate_A23,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A9-T6 ,RM_carbonate_A9,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A20-T9 ,RM_carbonate_A20,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A29-T9 ,RM_carbonate_A29,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T5 ,RM_carbonate_A13,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A60-T4 ,RM_carbonate_A60,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T3 ,RM_carbonate_A64,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T2 ,RM_carbonate_A58,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T8 ,RM_carbonate_A27,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T10 ,RM_carbonate_A67,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A50-T1 ,RM_carbonate_A50,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A57-T2 ,RM_carbonate_A57,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T4 ,RM_carbonate_A46,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T4 ,RM_carbonate_A27,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T8 ,RM_carbonate_A72,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A1-T9 ,RM_carbonate_A1,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A11-T5 ,RM_carbonate_A11,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A36-T4 ,RM_carbonate_A36,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A13-T4 ,RM_carbonate_A13,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T1 ,RM_carbonate_A53,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A35-T5 ,RM_carbonate_A35,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A38-T3 ,RM_carbonate_A38,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T6 ,RM_carbonate_A43,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A4-T10 ,RM_carbonate_A4,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T9 ,RM_carbonate_A54,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T2 ,RM_carbonate_A40,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A39-T10 ,RM_carbonate_A39,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A12-T5 ,RM_carbonate_A12,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T9 ,RM_carbonate_A65,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T3 ,RM_carbonate_A46,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T3 ,RM_carbonate_A48,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T7 ,RM_carbonate_A43,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T7 ,RM_carbonate_A64,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T7 ,RM_carbonate_A27,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T7 ,RM_carbonate_A46,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
