Lipid_name,Amine,Tail,Delivery_target,Route_of_administration,Purity,Batch_or_individual,Experiment_weight,Mix_type
A58-T8 ,RM_carbonate_A58,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A12-T6 ,RM_carbonate_A12,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T4 ,RM_carbonate_A66,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A38-T2 ,RM_carbonate_A38,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T6 ,RM_carbonate_A65,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T1 ,RM_carbonate_A58,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A35-T10 ,RM_carbonate_A35,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A12-T7 ,RM_carbonate_A12,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T1 ,RM_carbonate_A59,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T7 ,RM_carbonate_A65,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T5 ,RM_carbonate_A62,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A36-T5 ,RM_carbonate_A36,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A27-T6 ,RM_carbonate_A27,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T1 ,RM_carbonate_A70,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T9 ,RM_carbonate_A64,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T6 ,RM_carbonate_A66,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A3-T9 ,RM_carbonate_A3,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T8 ,RM_carbonate_A46,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T5 ,RM_carbonate_A55,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T3 ,RM_carbonate_A62,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T6 ,RM_carbonate_A72,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A14-T4 ,RM_carbonate_A14,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A49-T1 ,RM_carbonate_A49,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A53-T3 ,RM_carbonate_A53,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T9 ,RM_carbonate_A48,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T6 ,RM_carbonate_A58,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A11-T6 ,RM_carbonate_A11,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A38-T1 ,RM_carbonate_A38,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A35-T9 ,RM_carbonate_A35,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A49-T2 ,RM_carbonate_A49,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T5 ,RM_carbonate_A40,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T2 ,RM_carbonate_A64,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T1 ,RM_carbonate_A56,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T4 ,RM_carbonate_A72,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T1 ,RM_carbonate_A43,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A57-T1 ,RM_carbonate_A57,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T1 ,RM_carbonate_A46,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T2 ,RM_carbonate_A48,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A62-T2 ,RM_carbonate_A62,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T4 ,RM_carbonate_A59,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A39-T4 ,RM_carbonate_A39,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T7 ,RM_carbonate_A66,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T9 ,RM_carbonate_A56,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T6 ,RM_carbonate_A55,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T1 ,RM_carbonate_A55,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T2 ,RM_carbonate_A43,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T7 ,RM_carbonate_A55,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T6 ,RM_carbonate_A54,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A49-T3 ,RM_carbonate_A49,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T7 ,RM_carbonate_A59,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A58-T7 ,RM_carbonate_A58,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T6 ,RM_carbonate_A59,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T6 ,RM_carbonate_A67,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T2 ,RM_carbonate_A59,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A49-T7 ,RM_carbonate_A49,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A14-T5 ,RM_carbonate_A14,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A54-T8 ,RM_carbonate_A54,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T4 ,RM_carbonate_A67,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A8-T10 ,RM_carbonate_A8,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A11-T7 ,RM_carbonate_A11,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T8 ,RM_carbonate_A61,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A14-T6 ,RM_carbonate_A14,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A14-T7 ,RM_carbonate_A14,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T1 ,RM_carbonate_A40,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A57-T5 ,RM_carbonate_A57,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T5 ,RM_carbonate_A56,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T6 ,RM_carbonate_A69,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A46-T2 ,RM_carbonate_A46,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T3 ,RM_carbonate_A72,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A48-T1 ,RM_carbonate_A48,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T3 ,RM_carbonate_A65,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T8 ,RM_carbonate_A68,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T5 ,RM_carbonate_A65,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A57-T9 ,RM_carbonate_A57,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T5 ,RM_carbonate_A67,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T7 ,RM_carbonate_A69,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A11-T8 ,RM_carbonate_A11,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A55-T8 ,RM_carbonate_A55,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A8-T9 ,RM_carbonate_A8,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T7 ,RM_carbonate_A67,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A36-T9 ,RM_carbonate_A36,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T1 ,RM_carbonate_A69,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T5 ,RM_carbonate_A61,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T9 ,RM_carbonate_A67,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A14-T8 ,RM_carbonate_A14,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T8 ,RM_carbonate_A69,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A40-T3 ,RM_carbonate_A40,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T5 ,RM_carbonate_A66,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A43-T3 ,RM_carbonate_A43,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A11-T10 ,RM_carbonate_A11,RM_carbonate_T10 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T4 ,RM_carbonate_A61,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T2 ,RM_carbonate_A66,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A57-T6 ,RM_carbonate_A57,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T2 ,RM_carbonate_A72,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T5 ,RM_carbonate_A69,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T7 ,RM_carbonate_A61,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T3 ,RM_carbonate_A67,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T3 ,RM_carbonate_A66,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A59-T8 ,RM_carbonate_A59,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T6 ,RM_carbonate_A61,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T4 ,RM_carbonate_A68,RM_carbonate_T4 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T6 ,RM_carbonate_A56,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T6 ,RM_carbonate_A68,RM_carbonate_T6 ,hela,in_vitro,Crude,Individual,1,Hand
A39-T1 ,RM_carbonate_A39,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A11-T9 ,RM_carbonate_A11,RM_carbonate_T9 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T2 ,RM_carbonate_A65,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T3 ,RM_carbonate_A61,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T2 ,RM_carbonate_A70,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A72-T1 ,RM_carbonate_A72,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A71-T1 ,RM_carbonate_A71,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T2 ,RM_carbonate_A67,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A70-T3 ,RM_carbonate_A70,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A57-T8 ,RM_carbonate_A57,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A64-T1 ,RM_carbonate_A64,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T7 ,RM_carbonate_A68,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A66-T1 ,RM_carbonate_A66,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T2 ,RM_carbonate_A68,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T7 ,RM_carbonate_A56,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T2 ,RM_carbonate_A61,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A71-T3 ,RM_carbonate_A71,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A57-T7 ,RM_carbonate_A57,RM_carbonate_T7 ,hela,in_vitro,Crude,Individual,1,Hand
A71-T2 ,RM_carbonate_A71,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T3 ,RM_carbonate_A69,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T5 ,RM_carbonate_A68,RM_carbonate_T5 ,hela,in_vitro,Crude,Individual,1,Hand
A56-T8 ,RM_carbonate_A56,RM_carbonate_T8 ,hela,in_vitro,Crude,Individual,1,Hand
A65-T1 ,RM_carbonate_A65,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T3 ,RM_carbonate_A68,RM_carbonate_T3 ,hela,in_vitro,Crude,Individual,1,Hand
A69-T2 ,RM_carbonate_A69,RM_carbonate_T2 ,hela,in_vitro,Crude,Individual,1,Hand
A67-T1 ,RM_carbonate_A67,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A61-T1 ,RM_carbonate_A61,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
A68-T1 ,RM_carbonate_A68,RM_carbonate_T1 ,hela,in_vitro,Crude,Individual,1,Hand
MD-1,RM_carbonate_na,RM_carbonate_na,muscle,intramuscular,Pure,Individual,3,Hand
MC3,RM_carbonate_na,RM_carbonate_na,muscle,intramuscular,Pure,Individual,3,Hand
A1-T2 ,RM_carbonate_A1,RM_carbonate_T2 ,muscle,intramuscular,Pure,Individual,3,Hand
A14-T7 ,RM_carbonate_A14,RM_carbonate_T7 ,muscle,intramuscular,Pure,Individual,3,Hand
MD-1,RM_carbonate_MD,RM_carbonate_1,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A1-T2 ,RM_carbonate_A1,RM_carbonate_T2 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A14-T7 ,RM_carbonate_A14,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A4-T7 ,RM_carbonate_A4,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
MC3,RM_carbonate_na,RM_carbonate_na,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A47-T7 ,RM_carbonate_A47,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A4-T7 ,RM_carbonate_A4,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
MD-1,RM_carbonate_na,RM_carbonate_na,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
MD-1,RM_carbonate_na,RM_carbonate_na,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A4-T7 ,RM_carbonate_A4,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A1-T3 ,RM_carbonate_A1,RM_carbonate_T3 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A1-T2 ,RM_carbonate_A1,RM_carbonate_T2 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A28-T7 ,RM_carbonate_A28,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A2-T2 ,RM_carbonate_A2,RM_carbonate_T2 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A47-T7 ,RM_carbonate_A47,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A3-T3 ,RM_carbonate_A3,RM_carbonate_T3 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A47-T7 ,RM_carbonate_A47,RM_carbonate_T7 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A14-T4 ,RM_carbonate_A14,RM_carbonate_T4 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A14-T8 ,RM_carbonate_A14,RM_carbonate_T8 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
MD-1,RM_carbonate_na,RM_carbonate_na,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A14-T5 ,RM_carbonate_A14,RM_carbonate_T5 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A4-T8 ,RM_carbonate_A4,RM_carbonate_T8 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A4-T6 ,RM_carbonate_A4,RM_carbonate_T6 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A14-T10 ,RM_carbonate_A14,RM_carbonate_T10 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A14-T6 ,RM_carbonate_A14,RM_carbonate_T6 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A14-T9 ,RM_carbonate_A14,RM_carbonate_T9 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A4-T9 ,RM_carbonate_A4,RM_carbonate_T9 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A4-T4 ,RM_carbonate_A4,RM_carbonate_T4 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A4-T7 ,RM_carbonate_A4,RM_carbonate_T7 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A4-T5 ,RM_carbonate_A4,RM_carbonate_T5 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A1-T5 ,RM_carbonate_A1,RM_carbonate_T5 ,lung_epithelium,intratracheal,Crude,Individual,3,Microfluidic
A1-T1 ,RM_carbonate_A1,RM_carbonate_T1 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A14-T4 ,RM_carbonate_A14,RM_carbonate_T4 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A14-T8 ,RM_carbonate_A14,RM_carbonate_T8 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A19-T7 ,RM_carbonate_A19,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A19-T8 ,RM_carbonate_A19,RM_carbonate_T8 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A2-T7 ,RM_carbonate_A2,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A4-T7 ,RM_carbonate_A4,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A4-T8 ,RM_carbonate_A4,RM_carbonate_T8 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A4-T9 ,RM_carbonate_A4,RM_carbonate_T9 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A47-T7 ,RM_carbonate_A47,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
MD-1,RM_carbonate_na,RM_carbonate_na,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A4-T8 ,RM_carbonate_A4,RM_carbonate_T8 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A14-T10 ,RM_carbonate_A14,RM_carbonate_T10 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A14-T9 ,RM_carbonate_A14,RM_carbonate_T9 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A14-T8 ,RM_carbonate_A14,RM_carbonate_T8 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A19-T8 ,RM_carbonate_A19,RM_carbonate_T8 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A4-T7 ,RM_carbonate_A4,RM_carbonate_T7 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic
A14-T4 ,RM_carbonate_A14,RM_carbonate_T4 ,lung_epithelium,intratracheal,Pure,Individual,3,Microfluidic